-0.577087,-0.107916,1.60704,-0.588411,0.205659,1.60552,-0.594692,0.504756,1.59157,-0.579345,0.648086,1.5904,-0.700549,0.385075,1.48482,-0.75903,0.159546,1.41619,-0.689387,-0.0259331,1.35033,-0.675623,-0.0636019,1.34685,-0.467734,0.390743,1.70588,-0.429657,0.153058,1.74951,-0.359911,-0.0303059,1.68029,-0.341511,-0.0848387,1.65081,-0.618409,-0.107177,1.53127,-0.661958,-0.387862,1.39338,-0.761465,-0.692649,1.37832,-0.692458,-0.711313,1.28965,-0.511029,-0.104017,1.61368,-0.466313,-0.433184,1.63335,-0.442672,-0.756946,1.68608,-0.377686,-0.819824,1.65527,-0.593929,0.431925,1.59709,-0.664792,-0.112005,1.35777,-0.700609,-0.0697455,1.30735,-0.336911,-0.151159,1.63648,-0.311839,-0.0845515,1.62452,
-0.566863,-0.108243,1.61997,-0.575428,0.205393,1.62068,-0.578822,0.504658,1.60907,-0.568369,0.647226,1.60213,-0.690853,0.383833,1.50418,-0.749344,0.156949,1.44145,-0.686875,-0.0281621,1.36922,-0.672488,-0.068556,1.37559,-0.450183,0.391507,1.71728,-0.408703,0.156023,1.75673,-0.343955,-0.0268755,1.68274,-0.316739,-0.0850945,1.65086,-0.609729,-0.107904,1.54581,-0.657124,-0.382272,1.40534,-0.759541,-0.692093,1.38158,-0.693055,-0.710397,1.29148,-0.499695,-0.10397,1.62503,-0.461163,-0.431268,1.63824,-0.441006,-0.755597,1.68673,-0.378116,-0.819271,1.65564,-0.578778,0.431771,1.614,-0.660829,-0.114898,1.38783,-0.685503,-0.0763923,1.33202,-0.322419,-0.158501,1.63844,-0.285372,-0.0856509,1.62378,
-0.546757,-0.103738,1.64928,-0.552789,0.20817,1.64834,-0.554266,0.505947,1.63491,-0.54762,0.649136,1.6215,-0.672888,0.384418,1.53649,-0.733752,0.147987,1.48413,-0.673211,-0.038257,1.41186,-0.663758,-0.0763344,1.41084,-0.419345,0.395389,1.7359,-0.377305,0.160944,1.77025,-0.313992,-0.0198108,1.68755,-0.291765,-0.0787706,1.65699,-0.59269,-0.104144,1.57915,-0.6465,-0.376484,1.43112,-0.748991,-0.695639,1.40679,-0.687621,-0.713278,1.31519,-0.477787,-0.098963,1.65026,-0.447946,-0.424376,1.65034,-0.437439,-0.754702,1.68816,-0.379873,-0.818718,1.65595,-0.554628,0.433407,1.64032,-0.652152,-0.127182,1.42915,-0.682539,-0.0825299,1.36815,-0.291752,-0.149417,1.63926,-0.256867,-0.0793034,1.62446,
-0.536598,-0.100251,1.66477,-0.541041,0.210261,1.66346,-0.541019,0.506793,1.64976,-0.52938,0.650468,1.64253,-0.663607,0.387333,1.56245,-0.725855,0.151855,1.51432,-0.670816,-0.0344724,1.43869,-0.661808,-0.0722159,1.44362,-0.39836,0.396709,1.74852,-0.354422,0.16713,1.78303,-0.292958,-0.0120596,1.69588,-0.270416,-0.0781381,1.663,-0.585475,-0.100608,1.59481,-0.637002,-0.381584,1.45625,-0.730195,-0.703771,1.44228,-0.718544,-0.753549,1.38433,-0.46513,-0.0957002,1.66524,-0.434116,-0.419518,1.66617,-0.43682,-0.754709,1.68971,-0.383548,-0.816596,1.6569,-0.54174,0.434547,1.65524,-0.654206,-0.118735,1.45493,-0.692486,-0.0741548,1.4141,-0.272216,-0.140512,1.64604,-0.238668,-0.0764307,1.63175,
-0.523256,-0.0973973,1.68555,-0.523816,0.21238,1.68604,-0.519945,0.508278,1.67408,-0.514475,0.652647,1.66078,-0.652183,0.389088,1.58718,-0.715706,0.156179,1.55309,-0.670598,-0.032114,1.47822,-0.660355,-0.0693331,1.47567,-0.377632,0.398961,1.76043,-0.32622,0.173702,1.79696,-0.267734,-0.00528401,1.70885,-0.250646,-0.0685644,1.67348,-0.574432,-0.0977446,1.61873,-0.627277,-0.403861,1.48518,-0.706825,-0.736213,1.49036,-0.691586,-0.785304,1.42109,-0.450442,-0.0929938,1.68292,-0.428452,-0.421742,1.675,-0.43562,-0.756076,1.69094,-0.38364,-0.816165,1.65693,-0.521604,0.436173,1.67914,-0.660376,-0.118902,1.47706,-0.702176,-0.0497269,1.4559,-0.246825,-0.1299,1.64818,-0.235729,-0.0604235,1.63372,
-0.510399,-0.0965873,1.70209,-0.51195,0.212833,1.70144,-0.50956,0.508566,1.68814,-0.501371,0.653623,1.67897,-0.639914,0.388693,1.61451,-0.707557,0.154006,1.57999,-0.667916,-0.0348819,1.50521,-0.65646,-0.071637,1.50543,-0.35673,0.399637,1.77466,-0.305785,0.177741,1.81042,-0.252167,-0.00128679,1.72029,-0.234675,-0.0665108,1.68584,-0.563768,-0.0971702,1.6371,-0.616313,-0.414414,1.51283,-0.679655,-0.743886,1.54055,-0.679224,-0.791949,1.47355,-0.43606,-0.0920275,1.69738,-0.421684,-0.423554,1.68413,-0.433539,-0.754538,1.69259,-0.385234,-0.813828,1.65796,-0.510805,0.436483,1.69356,-0.645972,-0.116069,1.51141,-0.670339,-0.0783251,1.46922,-0.23097,-0.127508,1.65898,-0.209095,-0.0678888,1.64692,
-0.498907,-0.0970999,1.71629,-0.498625,0.21277,1.71991,-0.494522,0.509169,1.71153,-0.491409,0.654723,1.69734,-0.633525,0.389576,1.63926,-0.699121,0.151547,1.61517,-0.66529,-0.0382629,1.54016,-0.654565,-0.0732514,1.53685,-0.340956,0.400089,1.78631,-0.288643,0.174107,1.82243,-0.231131,-0.00537172,1.73595,-0.21469,-0.0687358,1.70041,-0.554318,-0.0976166,1.65303,-0.598661,-0.415427,1.5494,-0.650036,-0.743112,1.59473,-0.65847,-0.796995,1.53549,-0.423048,-0.0926179,1.70971,-0.416385,-0.426302,1.69204,-0.430559,-0.755657,1.6959,-0.387136,-0.774974,1.58815,-0.496165,0.436889,1.71566,-0.645429,-0.120399,1.53998,-0.687835,-0.0755803,1.51938,-0.214027,-0.128193,1.6789,-0.187092,-0.0695272,1.66804,
-0.486358,-0.0978481,1.73106,-0.487928,0.211953,1.73567,-0.485949,0.508308,1.72774,-0.480534,0.654231,1.71761,-0.627267,0.387955,1.6638,-0.693382,0.149792,1.64256,-0.665464,-0.0397236,1.56395,-0.652669,-0.0771523,1.56462,-0.327173,0.400367,1.79823,-0.269214,0.173755,1.83635,-0.21322,-0.00580568,1.7486,-0.20016,-0.0719273,1.71963,-0.54325,-0.0987465,1.6709,-0.583391,-0.404599,1.57334,-0.615855,-0.750667,1.66749,-0.630196,-0.806585,1.60979,-0.409698,-0.0930168,1.72144,-0.40819,-0.429747,1.7009,-0.429752,-0.756681,1.69883,-0.38878,-0.776678,1.58711,-0.487036,0.436031,1.73182,-0.641386,-0.122557,1.56407,-0.672682,-0.0868834,1.53108,-0.201436,-0.134852,1.70307,-0.173869,-0.0767388,1.69149,
-0.476148,-0.0991106,1.74278,-0.477306,0.210617,1.75199,-0.475107,0.506943,1.74953,-0.473068,0.652731,1.73646,-0.620083,0.385787,1.69276,-0.686244,0.151324,1.67624,-0.661958,-0.0382071,1.5969,-0.650146,-0.075485,1.59179,-0.315378,0.398623,1.80877,-0.25421,0.174943,1.84807,-0.197429,-0.0071212,1.76726,-0.186179,-0.075963,1.74188,-0.534832,-0.0999622,1.68456,-0.565889,-0.406751,1.61091,-0.584234,-0.759256,1.73331,-0.603241,-0.819092,1.68595,-0.398168,-0.094284,1.73099,-0.400832,-0.440388,1.7103,-0.429949,-0.757038,1.70155,-0.393119,-0.818108,1.66262,-0.476216,0.434659,1.75216,-0.641003,-0.128031,1.58468,-0.696628,-0.0608961,1.57959,-0.182165,-0.137734,1.72288,-0.153372,-0.0936522,1.73457,
-0.464003,-0.100647,1.75612,-0.468136,0.208869,1.76692,-0.468852,0.505048,1.76551,-0.466563,0.650861,1.75511,-0.61557,0.383466,1.71398,-0.681599,0.149517,1.70037,-0.660497,-0.0411021,1.62329,-0.651372,-0.0742616,1.61574,-0.304207,0.396552,1.82006,-0.238483,0.172486,1.86085,-0.184934,-0.0129528,1.78675,-0.175962,-0.0817818,1.76473,-0.523726,-0.0977901,1.70067,-0.543084,-0.434016,1.66586,-0.542752,-0.781821,1.78631,-0.566067,-0.838689,1.72831,-0.385145,-0.0993291,1.74187,-0.397056,-0.455549,1.71674,-0.429071,-0.755859,1.70612,-0.39455,-0.776236,1.58787,-0.469235,0.432788,1.76794,-0.641557,-0.130863,1.60536,-0.687483,-0.0687594,1.60328,-0.173385,-0.145309,1.74824,-0.14439,-0.070837,1.76919,
