0.000592297,-0.122902,1.70424,-0.0299382,0.18696,1.6957,-0.0590005,0.482869,1.67374,-0.0385741,0.632668,1.66697,-0.188266,0.359382,1.61306,-0.254416,0.135072,1.57293,-0.188758,-0.0577362,1.50794,-0.166597,-0.0945657,1.50032,0.102164,0.370658,1.74232,0.154346,0.129452,1.82427,0.215875,-0.0673658,1.7765,0.23129,-0.125082,1.76794,-0.0662773,-0.123157,1.64596,-0.0453188,-0.479129,1.59793,-0.0327263,-0.784684,1.59428,-0.0212856,-0.854014,1.52295,0.0673407,-0.117419,1.68994,0.0879082,-0.465079,1.66455,0.00891071,-0.750585,1.63963,0.0493266,-0.779108,1.51362,-0.0519374,0.410794,1.68141,-0.147622,-0.146347,1.49155,-0.116873,-0.0549838,1.52283,0.241426,-0.174145,1.76621,0.252236,-0.132929,1.74456,
0.00312551,-0.122197,1.70509,-0.0286633,0.187325,1.6961,-0.0585493,0.483011,1.67387,-0.0367034,0.633426,1.66773,-0.186542,0.360133,1.61511,-0.251944,0.135186,1.57773,-0.186897,-0.056939,1.50992,-0.160728,-0.0921718,1.50746,0.105894,0.371831,1.74256,0.158868,0.130592,1.82336,0.218677,-0.0664273,1.774,0.237739,-0.124601,1.76017,-0.0640382,-0.122526,1.64714,-0.0457958,-0.480227,1.59895,-0.0323489,-0.782152,1.59519,-0.0217639,-0.84599,1.52637,0.0701262,-0.116657,1.69049,0.0946393,-0.464233,1.66597,0.0411683,-0.807446,1.73131,0.0933228,-0.850586,1.74121,-0.0513205,0.410981,1.68159,-0.145372,-0.144782,1.49935,-0.107143,-0.0586749,1.50805,0.244596,-0.172815,1.76218,0.252797,-0.100956,1.73067,
0.00833508,-0.121186,1.7072,-0.0218012,0.188501,1.69899,-0.0502464,0.484299,1.67752,-0.0307167,0.634665,1.67099,-0.1797,0.362163,1.62317,-0.241617,0.13282,1.59159,-0.182303,-0.0587062,1.51627,-0.155782,-0.0926403,1.51804,0.115748,0.374315,1.74284,0.172192,0.134877,1.82018,0.227442,-0.0627409,1.76674,0.24336,-0.118948,1.74892,-0.0594849,-0.121624,1.65028,-0.0469835,-0.47913,1.59967,-0.0318296,-0.780341,1.59935,-0.020106,-0.843445,1.52819,0.0759848,-0.115548,1.69161,0.109592,-0.459968,1.66788,0.0730469,-0.795248,1.77252,0.109736,-0.850639,1.74356,-0.0433458,0.412245,1.68505,-0.142578,-0.142198,1.50814,-0.111138,-0.0605615,1.53506,0.249465,-0.166462,1.74601,0.257279,-0.0929615,1.718,
0.0161411,-0.118889,1.71098,-0.0118444,0.19079,1.70416,-0.0383068,0.486486,1.68418,-0.0209955,0.637069,1.67664,-0.172068,0.363887,1.63196,-0.233671,0.131087,1.60286,-0.176738,-0.0606913,1.52655,-0.148919,-0.0930797,1.52996,0.129877,0.377158,1.74508,0.186082,0.139659,1.81649,0.240179,-0.0563416,1.7551,0.249606,-0.113408,1.73545,-0.0523944,-0.119484,1.65566,-0.0519512,-0.470259,1.60114,-0.0303488,-0.782965,1.6054,-0.0197993,-0.841446,1.53241,0.0842287,-0.113176,1.6939,0.133299,-0.452352,1.67381,0.0876446,-0.797737,1.77975,0.150554,-0.844344,1.745,-0.0318775,0.414462,1.69133,-0.136287,-0.138885,1.51734,-0.103293,-0.0668787,1.54748,0.254768,-0.163295,1.73358,0.261699,-0.0909136,1.70483,
0.0237636,-0.116763,1.71451,-0.00247659,0.19233,1.70936,-0.0273426,0.487339,1.69123,-0.0102819,0.638334,1.6846,-0.163279,0.364163,1.644,-0.225975,0.133525,1.61612,-0.171086,-0.0577817,1.5384,-0.146723,-0.0923337,1.54177,0.141844,0.377625,1.74648,0.204251,0.143174,1.81157,0.250214,-0.0521816,1.74215,0.257673,-0.108613,1.72127,-0.0457624,-0.117464,1.66087,-0.0537315,-0.467946,1.60313,-0.0298253,-0.782641,1.60663,-0.0215177,-0.838987,1.53786,0.0926362,-0.111013,1.69581,0.143886,-0.446058,1.67802,0.124127,-0.80233,1.79127,0.176817,-0.848933,1.74939,-0.0212898,0.41549,1.6979,-0.134846,-0.139624,1.5305,-0.0939922,-0.0667679,1.5175,0.260299,-0.162389,1.7183,0.269124,-0.0896151,1.68808,
0.0332423,-0.116538,1.71921,0.00897189,0.192178,1.71635,-0.0142111,0.486907,1.7006,0.000484336,0.638455,1.69342,-0.155539,0.36339,1.65797,-0.218647,0.136254,1.63248,-0.167937,-0.0553212,1.55516,-0.142632,-0.0907975,1.55483,0.155177,0.376329,1.74772,0.220498,0.145421,1.80572,0.260251,-0.0477078,1.72809,0.266035,-0.105418,1.70496,-0.0374424,-0.117146,1.66762,-0.0546178,-0.467419,1.60738,-0.0296601,-0.782999,1.60773,-0.0223922,-0.838904,1.53815,0.102922,-0.110951,1.69855,0.150678,-0.444856,1.68686,0.150508,-0.793288,1.78966,0.209769,-0.852687,1.74429,-0.00854318,0.41511,1.70668,-0.126866,-0.140304,1.54336,-0.0927055,-0.0643358,1.55715,0.267587,-0.160027,1.69912,0.27865,-0.0848025,1.67302,
0.0449037,-0.117718,1.72554,0.0224944,0.190831,1.72501,0.000871696,0.485579,1.71153,0.0124529,0.637814,1.70399,-0.144107,0.362961,1.67386,-0.210123,0.135096,1.64567,-0.165213,-0.0562267,1.56629,-0.140701,-0.0922148,1.56678,0.169902,0.374431,1.7494,0.239339,0.146682,1.79745,0.27377,-0.0443824,1.71372,0.278126,-0.10139,1.68782,-0.0268355,-0.118027,1.67664,-0.0535846,-0.468835,1.61274,-0.0296239,-0.783039,1.60807,-0.024429,-0.838796,1.53753,0.115128,-0.112445,1.70236,0.159588,-0.45069,1.70345,0.164583,-0.792618,1.79353,0.218592,-0.854705,1.74506,0.00618435,0.413755,1.71705,-0.124217,-0.142615,1.55567,-0.09593,-0.0555915,1.57672,0.276231,-0.159132,1.67953,0.30143,-0.093028,1.663,
0.0544043,-0.11901,1.7322,0.0343392,0.189946,1.73363,0.0150228,0.485309,1.72207,0.0264159,0.637825,1.7161,-0.132943,0.361628,1.69041,-0.194899,0.131229,1.66453,-0.159836,-0.0589473,1.57949,-0.135614,-0.0942942,1.57855,0.184312,0.372474,1.75173,0.258077,0.149318,1.78808,0.291933,-0.0389263,1.69939,0.29059,-0.0948421,1.67123,-0.0181943,-0.119157,1.68557,-0.0517397,-0.469801,1.61851,-0.0298231,-0.784284,1.6099,-0.0250686,-0.83886,1.53771,0.124945,-0.113876,1.7068,0.163456,-0.451749,1.71518,0.172455,-0.791958,1.79693,0.223105,-0.856532,1.74697,0.0197718,0.413309,1.72711,-0.122711,-0.142919,1.566,-0.0904461,-0.0633438,1.58477,0.289673,-0.155539,1.66535,0.296616,-0.117416,1.6857,
0.0618953,-0.119776,1.73783,0.0463756,0.188994,1.74177,0.0321508,0.484183,1.73289,0.0375241,0.638264,1.72566,-0.121274,0.360423,1.70724,-0.18541,0.129204,1.67749,-0.148319,-0.0605228,1.59461,-0.12798,-0.0952789,1.59175,0.19891,0.370866,1.75438,0.276567,0.151619,1.77845,0.301174,-0.0360337,1.6869,0.300545,-0.0942823,1.65438,-0.0110294,-0.119839,1.69424,-0.0484845,-0.470342,1.62413,-0.029956,-0.784353,1.60995,-0.0270335,-0.839426,1.53599,0.132508,-0.114723,1.70985,0.167304,-0.451206,1.72873,0.174971,-0.79073,1.80086,0.224043,-0.856723,1.74685,0.0355993,0.41222,1.73725,-0.120315,-0.141725,1.57814,-0.0793094,-0.062562,1.60267,0.295011,-0.155306,1.65067,0.284092,-0.144059,1.66373,
0.0720382,-0.120813,1.74708,0.0590311,0.188189,1.75238,0.0463237,0.483721,1.74429,0.053011,0.637873,1.73819,-0.11044,0.36009,1.7236,-0.167684,0.131609,1.70071,-0.14738,-0.0550923,1.60728,-0.124914,-0.0923918,1.60442,0.213274,0.370784,1.75766,0.296342,0.154417,1.76978,0.313777,-0.0298905,1.67136,0.309722,-0.0879577,1.63693,-0.00150284,-0.119845,1.70626,-0.045106,-0.470079,1.62838,-0.0298768,-0.784986,1.60995,-0.0274274,-0.839471,1.53559,0.142619,-0.116647,1.7162,0.17077,-0.452072,1.74139,0.175892,-0.790905,1.80373,0.225005,-0.856965,1.74716,0.0494986,0.411659,1.74851,-0.116706,-0.138551,1.59093,-0.0786021,-0.0734295,1.62094,0.306308,-0.147407,1.62607,0.300888,-0.134414,1.65575,
